timestamp,region,fuel_type,demand,price
2026-02-21 15:50:00+10:00,VIC1,Unknown,5076.25,58.26
2026-02-21 15:55:00+10:00,NSW1,Unknown,10066.33,57.06
2026-02-21 15:55:00+10:00,QLD1,Unknown,6728.65,51.04
2026-02-21 15:55:00+10:00,SA1,Unknown,1964.65,300.75
2026-02-21 15:55:00+10:00,TAS1,Unknown,911.31,101.04
2026-02-21 15:55:00+10:00,VIC1,Unknown,5136.2,58.66
2026-02-21 16:00:00+10:00,NSW1,Unknown,10174.3,57.31
2026-02-21 16:00:00+10:00,QLD1,Unknown,6790.68,52.93
2026-02-21 16:00:00+10:00,SA1,Unknown,1960.09,300.01
2026-02-21 16:00:00+10:00,TAS1,Unknown,910.02,101.04
2026-02-21 16:00:00+10:00,VIC1,Unknown,5196.93,58.86
2026-02-21 16:05:00+10:00,NSW1,Unknown,10159.53,56.98
2026-02-21 16:05:00+10:00,QLD1,Unknown,6850.07,51.36
2026-02-21 16:05:00+10:00,SA1,Unknown,2013.92,138.0
2026-02-21 16:05:00+10:00,TAS1,Unknown,920.57,101.04
2026-02-21 16:05:00+10:00,VIC1,Unknown,5311.42,57.48
2026-02-21 16:10:00+10:00,NSW1,Unknown,10239.11,57.06
2026-02-21 16:10:00+10:00,QLD1,Unknown,6853.97,50.81
2026-02-21 16:10:00+10:00,SA1,Unknown,2053.57,275.98
2026-02-21 16:10:00+10:00,TAS1,Unknown,934.66,101.04
2026-02-21 16:10:00+10:00,VIC1,Unknown,5377.81,58.12
2026-02-21 16:15:00+10:00,NSW1,Unknown,10123.63,56.98
2026-02-21 16:15:00+10:00,QLD1,Unknown,7015.07,51.17
2026-02-21 16:15:00+10:00,SA1,Unknown,1964.56,161.61
2026-02-21 16:15:00+10:00,TAS1,Unknown,923.25,101.04
2026-02-21 16:15:00+10:00,VIC1,Unknown,5376.05,56.55
2026-02-21 16:20:00+10:00,NSW1,Unknown,10210.22,60.31
2026-02-21 16:20:00+10:00,QLD1,Unknown,7159.63,54.63
2026-02-21 16:20:00+10:00,SA1,Unknown,1967.27,230.0
2026-02-21 16:20:00+10:00,TAS1,Unknown,935.36,101.04
2026-02-21 16:20:00+10:00,VIC1,Unknown,5405.31,59.34
2026-02-21 16:25:00+10:00,NSW1,Unknown,10202.5,59.46
2026-02-21 16:25:00+10:00,QLD1,Unknown,7244.8,54.63
2026-02-21 16:25:00+10:00,SA1,Unknown,1903.54,138.0
2026-02-21 16:25:00+10:00,TAS1,Unknown,946.72,101.04
2026-02-21 16:25:00+10:00,VIC1,Unknown,5357.37,57.43
2026-02-21 16:30:00+10:00,NSW1,Unknown,10351.2,64.89
2026-02-21 16:30:00+10:00,QLD1,Unknown,7375.26,58.42
2026-02-21 16:30:00+10:00,SA1,Unknown,1965.56,170.44
2026-02-21 16:30:00+10:00,TAS1,Unknown,957.6,101.04
2026-02-21 16:30:00+10:00,VIC1,Unknown,5456.96,63.8
2026-02-21 16:35:00+10:00,NSW1,Unknown,10304.04,59.32
2026-02-21 16:35:00+10:00,QLD1,Unknown,7512.65,54.75
2026-02-21 16:35:00+10:00,SA1,Unknown,1997.54,275.98
2026-02-21 16:35:00+10:00,TAS1,Unknown,966.05,101.04
2026-02-21 16:35:00+10:00,VIC1,Unknown,5588.89,58.94
2026-02-21 16:40:00+10:00,NSW1,Unknown,10330.25,65.0
2026-02-21 16:40:00+10:00,QLD1,Unknown,7524.55,58.89
2026-02-21 16:40:00+10:00,SA1,Unknown,1971.85,170.44
2026-02-21 16:40:00+10:00,TAS1,Unknown,983.26,101.04
2026-02-21 16:40:00+10:00,VIC1,Unknown,5701.55,65.47
2026-02-21 16:45:00+10:00,NSW1,Unknown,10372.09,65.0
2026-02-21 16:45:00+10:00,QLD1,Unknown,7636.94,59.76
2026-02-21 16:45:00+10:00,SA1,Unknown,1986.67,275.98
2026-02-21 16:45:00+10:00,TAS1,Unknown,984.26,101.04
2026-02-21 16:45:00+10:00,VIC1,Unknown,5776.28,64.08
2026-02-21 16:50:00+10:00,NSW1,Unknown,10321.13,68.99
2026-02-21 16:50:00+10:00,QLD1,Unknown,7732.69,64.73
2026-02-21 16:50:00+10:00,SA1,Unknown,1925.47,138.0
2026-02-21 16:50:00+10:00,TAS1,Unknown,992.35,101.74
2026-02-21 16:50:00+10:00,VIC1,Unknown,5832.53,76.31
2026-02-21 16:55:00+10:00,NSW1,Unknown,10413.93,84.79
2026-02-21 16:55:00+10:00,QLD1,Unknown,7855.8,79.8
2026-02-21 16:55:00+10:00,SA1,Unknown,1956.0,275.98
2026-02-21 16:55:00+10:00,TAS1,Unknown,1001.87,196.05
2026-02-21 16:55:00+10:00,VIC1,Unknown,5811.19,99.96
2026-02-21 17:00:00+10:00,NSW1,Unknown,10397.55,80.07
2026-02-21 17:00:00+10:00,QLD1,Unknown,7942.79,77.29
2026-02-21 17:00:00+10:00,SA1,Unknown,1917.94,138.0
2026-02-21 17:00:00+10:00,TAS1,Unknown,1002.22,101.08
2026-02-21 17:00:00+10:00,VIC1,Unknown,5761.39,76.35
2026-02-21 17:05:00+10:00,NSW1,Unknown,10356.23,78.7
2026-02-21 17:05:00+10:00,QLD1,Unknown,8040.18,79.39
2026-02-21 17:05:00+10:00,SA1,Unknown,1961.98,240.15
2026-02-21 17:05:00+10:00,TAS1,Unknown,1024.24,116.63
2026-02-21 17:05:00+10:00,VIC1,Unknown,5686.32,76.31
2026-02-21 17:10:00+10:00,NSW1,Unknown,10377.11,76.53
2026-02-21 17:10:00+10:00,QLD1,Unknown,7920.21,77.2
2026-02-21 17:10:00+10:00,SA1,Unknown,1916.29,170.44
2026-02-21 17:10:00+10:00,TAS1,Unknown,1028.56,101.04
2026-02-21 17:10:00+10:00,VIC1,Unknown,5756.88,73.44
2026-02-21 17:15:00+10:00,NSW1,Unknown,10508.61,94.26
2026-02-21 17:15:00+10:00,QLD1,Unknown,8014.15,93.92
2026-02-21 17:15:00+10:00,SA1,Unknown,1933.3,229.0
2026-02-21 17:15:00+10:00,TAS1,Unknown,1039.69,101.04
2026-02-21 17:15:00+10:00,VIC1,Unknown,5817.53,87.22
2026-02-21 17:20:00+10:00,NSW1,Unknown,10475.99,104.97
2026-02-21 17:20:00+10:00,QLD1,Unknown,8046.62,103.99
