timestamp,region,fuel_type,energy,power
2026-01-29 07:00:00+10:00,VIC1,battery_discharging,5.3713,64.457
2026-01-29 07:00:00+10:00,VIC1,coal,4176.7095,50120.501
2026-01-29 07:00:00+10:00,VIC1,gas,0.0,0.0
2026-01-29 07:00:00+10:00,VIC1,hydro,45.2982,543.58
2026-01-29 07:00:00+10:00,VIC1,solar,697.663,9295.0566
2026-01-29 07:00:00+10:00,VIC1,wind,1535.3457,18424.147
2026-01-29 08:00:00+10:00,NSW1,battery,-157.934,-1895.214
2026-01-29 08:00:00+10:00,NSW1,battery_charging,158.8802,1906.5604
2026-01-29 08:00:00+10:00,NSW1,battery_discharging,0.9462,11.3464
2026-01-29 08:00:00+10:00,NSW1,bioenergy,37.8588,454.3044
2026-01-29 08:00:00+10:00,NSW1,coal,3060.9272,36731.122
2026-01-29 08:00:00+10:00,NSW1,distillate,0.0,0.0
2026-01-29 08:00:00+10:00,NSW1,gas,43.6874,524.25
2026-01-29 08:00:00+10:00,NSW1,hydro,35.0121,420.1432
2026-01-29 08:00:00+10:00,NSW1,pumps,123.6502,1483.8051
2026-01-29 08:00:00+10:00,NSW1,solar,5539.1355,66469.621
2026-01-29 08:00:00+10:00,NSW1,wind,1056.196,12674.355
2026-01-29 08:00:00+10:00,QLD1,battery,-881.8516,-10582.227
2026-01-29 08:00:00+10:00,QLD1,battery_charging,900.7246,10808.703
2026-01-29 08:00:00+10:00,QLD1,battery_discharging,2.0433,24.5195
2026-01-29 08:00:00+10:00,QLD1,bioenergy,16.8421,202.1
2026-01-29 08:00:00+10:00,QLD1,coal,3929.642,47155.697
2026-01-29 08:00:00+10:00,QLD1,distillate,0.0,0.0
2026-01-29 08:00:00+10:00,QLD1,gas,122.5218,1470.2574
2026-01-29 08:00:00+10:00,QLD1,hydro,57.8013,693.615
2026-01-29 08:00:00+10:00,QLD1,pumps,490.3508,5884.21
2026-01-29 08:00:00+10:00,QLD1,solar,5214.2443,62570.936
2026-01-29 08:00:00+10:00,QLD1,wind,731.1011,8773.2095
2026-01-29 08:00:00+10:00,SA1,battery,-10.4006,-124.8057
2026-01-29 08:00:00+10:00,SA1,battery_charging,23.0779,276.9328
2026-01-29 08:00:00+10:00,SA1,battery_discharging,12.5169,150.2012
2026-01-29 08:00:00+10:00,SA1,distillate,0.0,0.0
2026-01-29 08:00:00+10:00,SA1,gas,41.6036,499.2548
2026-01-29 08:00:00+10:00,SA1,solar,505.1588,6061.9005
2026-01-29 08:00:00+10:00,SA1,wind,1433.8016,17205.621
2026-01-29 08:00:00+10:00,TAS1,gas,0.0,0.0
2026-01-29 08:00:00+10:00,TAS1,hydro,839.3775,10072.531
2026-01-29 08:00:00+10:00,TAS1,solar,93.1554,1117.866
2026-01-29 08:00:00+10:00,TAS1,wind,135.0064,1620.08
2026-01-29 08:00:00+10:00,VIC1,battery,-65.389,-784.6722
2026-01-29 08:00:00+10:00,VIC1,battery_charging,69.2287,830.7505
2026-01-29 08:00:00+10:00,VIC1,battery_discharging,3.8397,46.0783
2026-01-29 08:00:00+10:00,VIC1,coal,3952.0084,47424.095
2026-01-29 08:00:00+10:00,VIC1,gas,0.0,0.0
2026-01-29 08:00:00+10:00,VIC1,hydro,9.3847,112.62
2026-01-29 08:00:00+10:00,VIC1,solar,1660.9139,19930.979
2026-01-29 08:00:00+10:00,VIC1,wind,1515.5402,18186.487
2026-01-29 09:00:00+10:00,NSW1,battery,-292.8507,-3514.2177
2026-01-29 09:00:00+10:00,NSW1,battery_charging,294.0087,3528.1061
2026-01-29 09:00:00+10:00,NSW1,battery_discharging,1.158,13.8884
2026-01-29 09:00:00+10:00,NSW1,bioenergy,37.8418,454.0982
2026-01-29 09:00:00+10:00,NSW1,coal,3046.5102,36558.121
2026-01-29 09:00:00+10:00,NSW1,distillate,0.0,0.0
2026-01-29 09:00:00+10:00,NSW1,gas,44.1566,529.88
2026-01-29 09:00:00+10:00,NSW1,hydro,35.0259,420.3136
2026-01-29 09:00:00+10:00,NSW1,pumps,179.2068,2150.484
2026-01-29 09:00:00+10:00,NSW1,solar,6072.6914,80441.677
2026-01-29 09:00:00+10:00,NSW1,wind,987.7425,11852.904
2026-01-29 09:00:00+10:00,QLD1,battery,-819.012,-9828.1498
